Região - Sigla;Estado - Sigla;Município;Revenda;CNPJ da Revenda;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
SE;MG;JUIZ DE FORA;BRÁZ- GÁS REVENDEDORA DE GÁS LTDA - ME;1,08782E+13;GLP;19/11/2019;65;50;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;COMERCIO DE GAS LOPES SANTOS LTDA;5,87152E+12;GLP;19/11/2019;70;55;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;DEPOSITO DE GAS BOLOTARI & LOPES LTDA - ME;4,42977E+12;GLP;19/11/2019;68;;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;DU GÁS REVENDEDORA DE GÁS LTDA;6,0462E+12;GLP;19/11/2019;65;;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;EUDES JOSÉ DE PAULA ME;3,55353E+12;GLP;19/11/2019;65;50;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;ITACIARA FRIZONI FERREIRA;5,62007E+12;GLP;19/11/2019;79;;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;IVONE DE FATIMA CRUZ;1,87271E+12;GLP;19/11/2019;65;;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;JUIZ DE FORA GAS LTDA;2,26203E+12;GLP;19/11/2019;60;;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;L. A. FARIA EIRELI;6,09559E+12;GLP;19/11/2019;60;46.64;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;LERASI MATERIAIS DE CONSTRUÇÃO LTDA.;9,32472E+12;GLP;19/11/2019;75;;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;LUCIMARA FERNANDES MARANGON;5,73706E+12;GLP;19/11/2019;67;;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;MARIA APARECIDA CANDIDO DE LIMA;2,99905E+12;GLP;19/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;MAXIGAS COMERCIO DE GAS LTDA.;7,14443E+13;GLP;19/11/2019;79;;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;OLIVEIRA E GUIMARÃES GAS E BEBIDAS LTDA - ME;1,7879E+13;GLP;19/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;SANTA TEREZINHA GAS LTDA - ME;1,82029E+13;GLP;19/11/2019;68;46;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;SILVANA DIDRES TEIXEIRA - ME;3,49821E+12;GLP;19/11/2019;60;48;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;SONIA APARECIDA CAMPOS;4,08793E+12;GLP;19/11/2019;80;;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;V. L. F. TRANSPORTE E COMÉRCIO DE GÁS LTDA;5,95309E+12;GLP;19/11/2019;72;;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;ALOISIO G. DA SILVA - ME;1,94616E+13;GLP;25/11/2019;60;;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;ANTONIO CARLOS DA SILVA - CPF 699.217.256-53 - ME;4,23726E+12;GLP;25/11/2019;65;48;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;ARANTES & RAMOS REVENDEDORA DE GAS LTDA. - ME;1,89125E+12;GLP;25/11/2019;60;50;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;BRÁZ- GÁS REVENDEDORA DE GÁS LTDA - ME;1,08782E+13;GLP;25/11/2019;68;49.2;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;COMERCIO DE GAS LOPES SANTOS LTDA;5,87152E+12;GLP;25/11/2019;70;56;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;DEPOSITO DE GAS BOLOTARI & LOPES LTDA - ME;4,42977E+12;GLP;25/11/2019;68;;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;EUDES JOSÉ DE PAULA ME;3,55353E+12;GLP;25/11/2019;65;50;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;ITACIARA FRIZONI FERREIRA;5,62007E+12;GLP;25/11/2019;79;;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;IVONE DE FATIMA CRUZ;1,87271E+12;GLP;25/11/2019;65;;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;JUIZ DE FORA GAS LTDA;2,26203E+12;GLP;25/11/2019;60;;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;L. A. FARIA EIRELI;6,09559E+12;GLP;25/11/2019;60;46.64;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;LERASI MATERIAIS DE CONSTRUÇÃO LTDA.;9,32472E+12;GLP;25/11/2019;75;;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;LUCIMARA FERNANDES MARANGON;5,73706E+12;GLP;25/11/2019;67;;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;MARIA APARECIDA CANDIDO DE LIMA;2,99905E+12;GLP;25/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;MAXIGAS COMERCIO DE GAS LTDA.;7,14443E+13;GLP;25/11/2019;79;;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;OLIVEIRA E GUIMARÃES GAS E BEBIDAS LTDA - ME;1,7879E+13;GLP;25/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;SANTA TEREZINHA GAS LTDA - ME;1,82029E+13;GLP;25/11/2019;68;46;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;SEBASTIÃO RODRIGUES MOREIRA;1,78378E+12;GLP;25/11/2019;65;52;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;SILVANA DIDRES TEIXEIRA - ME;3,49821E+12;GLP;25/11/2019;60;48;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;SONIA APARECIDA CAMPOS;4,08793E+12;GLP;25/11/2019;80;;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;V. L. F. TRANSPORTE E COMÉRCIO DE GÁS LTDA;5,95309E+12;GLP;25/11/2019;72;;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;CRISTIANO ABREU DE CASTRO CPF 032506916-66;3,91068E+12;GLP;07/11/2019;65;50;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;GARRA DISTRIBUIDORA DE GÁS;7,96138E+12;GLP;07/11/2019;60;;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;LAVRAS GÁS COMÉRCIO LTDA. M.E.;7,31007E+12;GLP;07/11/2019;65;50;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;LUCIANO DE CARVALHO - ME;3,5873E+12;GLP;07/11/2019;68;;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;MIL DISTRIBUIDORA DE ÁGUA E GÁS LTDA ME;1,43867E+13;GLP;07/11/2019;63;;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;MURAD E ALVARENGA COMERCIO E INDUSTRIA LTDA - ME;2,23904E+13;GLP;07/11/2019;65;;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;RAJE GAS COMERCIO DE GAS LTDA ME;2,37058E+13;GLP;07/11/2019;65;49;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;WESLEY CRISTHIAN MACIEL 01999163656;2,12696E+13;GLP;07/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;CRISTIANO ABREU DE CASTRO CPF 032506916-66;3,91068E+12;GLP;14/11/2019;65;50;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;GARRA DISTRIBUIDORA DE GÁS;7,96138E+12;GLP;14/11/2019;60;;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;LAVRAS GÁS COMÉRCIO LTDA. M.E.;7,31007E+12;GLP;14/11/2019;65;50;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;LUCIANO DE CARVALHO - ME;3,5873E+12;GLP;14/11/2019;68;;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;MIL DISTRIBUIDORA DE ÁGUA E GÁS LTDA ME;1,43867E+13;GLP;14/11/2019;63;;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;MURAD E ALVARENGA COMERCIO E INDUSTRIA LTDA - ME;2,23904E+13;GLP;14/11/2019;62;;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;RAJE GAS COMERCIO DE GAS LTDA ME;2,37058E+13;GLP;14/11/2019;65;49;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;WESLEY CRISTHIAN MACIEL 01999163656;2,12696E+13;GLP;14/11/2019;60;;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;CRISTIANO ABREU DE CASTRO CPF 032506916-66;3,91068E+12;GLP;21/11/2019;65;50;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;GARRA DISTRIBUIDORA DE GÁS;7,96138E+12;GLP;21/11/2019;60;;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;LAVRAS GÁS COMÉRCIO LTDA. M.E.;7,31007E+12;GLP;21/11/2019;65;50;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;LUCIANO DE CARVALHO - ME;3,5873E+12;GLP;21/11/2019;68;;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;MIL DISTRIBUIDORA DE ÁGUA E GÁS LTDA ME;1,43867E+13;GLP;21/11/2019;63;;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;MURAD E ALVARENGA COMERCIO E INDUSTRIA LTDA - ME;2,23904E+13;GLP;21/11/2019;65;;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;RAJE GAS COMERCIO DE GAS LTDA ME;2,37058E+13;GLP;21/11/2019;65;49;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;WESLEY CRISTHIAN MACIEL 01999163656;2,12696E+13;GLP;21/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;CRISTIANO ABREU DE CASTRO CPF 032506916-66;3,91068E+12;GLP;27/11/2019;65;50;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;GARRA DISTRIBUIDORA DE GÁS;7,96138E+12;GLP;27/11/2019;60;;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;LAVRAS GÁS COMÉRCIO LTDA. M.E.;7,31007E+12;GLP;27/11/2019;65;50;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;LUCIANO DE CARVALHO - ME;3,5873E+12;GLP;27/11/2019;68;;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;MIL DISTRIBUIDORA DE ÁGUA E GÁS LTDA ME;1,43867E+13;GLP;27/11/2019;63;;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;MURAD E ALVARENGA COMERCIO E INDUSTRIA LTDA - ME;2,23904E+13;GLP;27/11/2019;65;;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;RAJE GAS COMERCIO DE GAS LTDA ME;2,37058E+13;GLP;27/11/2019;65;49;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;WESLEY CRISTHIAN MACIEL 01999163656;2,12696E+13;GLP;27/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;LEOPOLDINA;ALCIDES BADARO MONTES - ME;1,56423E+12;GLP;06/11/2019;75;;R$ / 13 kg;BRANCA
SE;MG;LEOPOLDINA;ALCIDES BADORO MONTES E CIA LTDA.;6,26308E+12;GLP;06/11/2019;75;;R$ / 13 kg;BRANCA
SE;MG;LEOPOLDINA;COMERCIAL HF LTDA - ME;4,39548E+12;GLP;06/11/2019;78;;R$ / 13 kg;BRANCA
SE;MG;LEOPOLDINA;JOAO MARY LEITAO;7,91312E+12;GLP;06/11/2019;76;;R$ / 13 kg;BRANCA
SE;MG;LEOPOLDINA;R D FAJARDO ME;2,4372E+13;GLP;06/11/2019;78;48.4;R$ / 13 kg;BRANCA
SE;MG;LEOPOLDINA;SAMESTER COMERCIO GAS LTDA.;4,78995E+12;GLP;06/11/2019;75;;R$ / 13 kg;BRANCA
SE;MG;LEOPOLDINA;FREDERICO PAIXÃO DELFIM 06643435625;1,44098E+13;GLP;12/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;LEOPOLDINA;JOSE CARLOS MAIA;6,14194E+12;GLP;12/11/2019;75;;R$ / 13 kg;BRANCA
SE;MG;LEOPOLDINA;ALCIDES BADARO MONTES - ME;1,56423E+12;GLP;13/11/2019;75;;R$ / 13 kg;BRANCA
SE;MG;LEOPOLDINA;ALCIDES BADORO MONTES E CIA LTDA.;6,26308E+12;GLP;13/11/2019;75;;R$ / 13 kg;BRANCA
SE;MG;LEOPOLDINA;R D FAJARDO ME;2,4372E+13;GLP;13/11/2019;78;48.4;R$ / 13 kg;BRANCA
SE;MG;LEOPOLDINA;SAMESTER COMERCIO GAS LTDA.;4,78995E+12;GLP;13/11/2019;75;;R$ / 13 kg;BRANCA
SE;MG;LEOPOLDINA;ALCIDES BADARO MONTES - ME;1,56423E+12;GLP;19/11/2019;75;;R$ / 13 kg;BRANCA
SE;MG;LEOPOLDINA;COMERCIAL HF LTDA - ME;4,39548E+12;GLP;19/11/2019;80;;R$ / 13 kg;BRANCA
SE;MG;LEOPOLDINA;JOAO MARY LEITAO;7,91312E+12;GLP;19/11/2019;75;;R$ / 13 kg;BRANCA
SE;MG;LEOPOLDINA;JOSE CARLOS MAIA;6,14194E+12;GLP;19/11/2019;75;;R$ / 13 kg;BRANCA
SE;MG;LEOPOLDINA;R D FAJARDO ME;2,4372E+13;GLP;19/11/2019;78;48.4;R$ / 13 kg;BRANCA
SE;MG;LEOPOLDINA;SAMESTER COMERCIO GAS LTDA.;4,78995E+12;GLP;19/11/2019;75;;R$ / 13 kg;BRANCA
SE;MG;LEOPOLDINA;ALCIDES BADORO MONTES E CIA LTDA.;6,26308E+12;GLP;25/11/2019;75;;R$ / 13 kg;BRANCA
SE;MG;LEOPOLDINA;ALCIDES BADARO MONTES - ME;1,56423E+12;GLP;26/11/2019;75;;R$ / 13 kg;BRANCA
SE;MG;LEOPOLDINA;COMERCIAL HF LTDA - ME;4,39548E+12;GLP;26/11/2019;80;;R$ / 13 kg;BRANCA
SE;MG;LEOPOLDINA;JOSE CARLOS MAIA;6,14194E+12;GLP;26/11/2019;75;;R$ / 13 kg;BRANCA
SE;MG;LEOPOLDINA;R D FAJARDO ME;2,4372E+13;GLP;26/11/2019;78;48.4;R$ / 13 kg;BRANCA
SE;MG;LEOPOLDINA;SAMESTER COMERCIO GAS LTDA.;4,78995E+12;GLP;26/11/2019;75;;R$ / 13 kg;BRANCA
SE;MG;MANHUACU;ANIVAL DA S TOLEDO ME;1,50309E+13;GLP;07/11/2019;70;45;R$ / 13 kg;BRANCA
SE;MG;MANHUACU;GERALDO MAGELA DE OLIVEIRA;2,2336E+13;GLP;07/11/2019;75;;R$ / 13 kg;BRANCA
SE;MG;MANHUACU;LIDER GAS ATACADO LTDA.;4,64034E+12;GLP;07/11/2019;65;49.02;R$ / 13 kg;BRANCA
SE;MG;MANHUACU;PAULO HENRIQUE D'AVILA;1,02499E+13;GLP;07/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;MANHUACU;REVENDEDORA DE GÁS BR LTDA - EPP;8,25413E+12;GLP;07/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;MANHUACU;VANIA VERÍSSIMO PEREIRA;1,13223E+13;GLP;07/11/2019;65;;R$ / 13 kg;BRANCA
SE;MG;MANHUACU;ANIVAL DA S TOLEDO ME;1,50309E+13;GLP;14/11/2019;70;45;R$ / 13 kg;BRANCA
SE;MG;MANHUACU;GERALDO MAGELA DE OLIVEIRA;2,2336E+13;GLP;14/11/2019;75;;R$ / 13 kg;BRANCA
SE;MG;MANHUACU;LIDER GAS ATACADO LTDA.;4,64034E+12;GLP;14/11/2019;65;49.02;R$ / 13 kg;BRANCA
SE;MG;MANHUACU;PAULO HENRIQUE D'AVILA;1,02499E+13;GLP;14/11/2019;59;;R$ / 13 kg;BRANCA
SE;MG;MANHUACU;REVENDEDORA DE GÁS BR LTDA - EPP;8,25413E+12;GLP;14/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;MANHUACU;VANIA VERÍSSIMO PEREIRA;1,13223E+13;GLP;14/11/2019;65;;R$ / 13 kg;BRANCA
SE;MG;MANHUACU;ANIVAL DA S TOLEDO ME;1,50309E+13;GLP;21/11/2019;70;45;R$ / 13 kg;BRANCA
SE;MG;MANHUACU;GERALDO MAGELA DE OLIVEIRA;2,2336E+13;GLP;21/11/2019;75;;R$ / 13 kg;BRANCA
SE;MG;MANHUACU;LIDER GAS ATACADO LTDA.;4,64034E+12;GLP;21/11/2019;65;49.02;R$ / 13 kg;BRANCA
SE;MG;MANHUACU;PAULO HENRIQUE D'AVILA;1,02499E+13;GLP;21/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;MANHUACU;REVENDEDORA DE GÁS BR LTDA - EPP;8,25413E+12;GLP;21/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;MANHUACU;VANIA VERÍSSIMO PEREIRA;1,13223E+13;GLP;21/11/2019;65;;R$ / 13 kg;BRANCA
SE;MG;MANHUACU;ANIVAL DA S TOLEDO ME;1,50309E+13;GLP;27/11/2019;70;45;R$ / 13 kg;BRANCA
SE;MG;MANHUACU;GERALDO MAGELA DE OLIVEIRA;2,2336E+13;GLP;27/11/2019;75;;R$ / 13 kg;BRANCA
SE;MG;MANHUACU;LIDER GAS ATACADO LTDA.;4,64034E+12;GLP;27/11/2019;65;49.02;R$ / 13 kg;BRANCA
SE;MG;MANHUACU;PAULO HENRIQUE D'AVILA;1,02499E+13;GLP;27/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;MANHUACU;REVENDEDORA DE GÁS BR LTDA - EPP;8,25413E+12;GLP;27/11/2019;65;;R$ / 13 kg;BRANCA
SE;MG;MANHUACU;VANIA VERÍSSIMO PEREIRA;1,13223E+13;GLP;27/11/2019;65;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;AMADO DE OLIVEIRA PINTO;7,1621E+12;GLP;06/11/2019;65;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;CENTER GAS AGUA MINERAL E BEBIDAS LTDA - ME;4,67559E+12;GLP;06/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;CLAIR ANTONIO RODRIGUES ME;2,56294E+13;GLP;06/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;ELIANA LOURENCO DE OLIVEIRA;4,84916E+12;GLP;06/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;GAS BRASIL LESTE LTDA -ME;1,46602E+13;GLP;06/11/2019;68;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;JULIANA MARIA RODRIGUES ROCHA - ME;1,40519E+13;GLP;06/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;JUSCELINO ROSELINO DE OLIVEIRA- ME;4,9587E+12;GLP;06/11/2019;68;55;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;MONTE GAS LTDA;9,60352E+12;GLP;06/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;NETO SUPERMERCADO LTDA;7,24697E+11;GLP;06/11/2019;65;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;GÁS AVENIDA EIRELI ME;1,11228E+13;GLP;12/11/2019;65;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;AMADO DE OLIVEIRA PINTO;7,1621E+12;GLP;13/11/2019;65;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;CLAIR ANTONIO RODRIGUES ME;2,56294E+13;GLP;13/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;ELIANA LOURENCO DE OLIVEIRA;4,84916E+12;GLP;13/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;GAS BRASIL LESTE LTDA -ME;1,46602E+13;GLP;13/11/2019;68;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;JULIANA MARIA RODRIGUES ROCHA - ME;1,40519E+13;GLP;13/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;JUSCELINO ROSELINO DE OLIVEIRA- ME;4,9587E+12;GLP;13/11/2019;68;55;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;MONTE GAS LTDA;9,60352E+12;GLP;13/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;NETO SUPERMERCADO LTDA;7,24697E+11;GLP;13/11/2019;65;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;AMADO DE OLIVEIRA PINTO;7,1621E+12;GLP;19/11/2019;65;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;CENTER GAS AGUA MINERAL E BEBIDAS LTDA - ME;4,67559E+12;GLP;19/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;CLAIR ANTONIO RODRIGUES ME;2,56294E+13;GLP;19/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;ELIANA LOURENCO DE OLIVEIRA;4,84916E+12;GLP;19/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;GÁS AVENIDA EIRELI ME;1,11228E+13;GLP;19/11/2019;65;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;JULIANA MARIA RODRIGUES ROCHA - ME;1,40519E+13;GLP;19/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;JUSCELINO ROSELINO DE OLIVEIRA- ME;4,9587E+12;GLP;19/11/2019;68;57;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;MONTE GAS LTDA;9,60352E+12;GLP;19/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;NETO SUPERMERCADO LTDA;7,24697E+11;GLP;19/11/2019;65;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;GAS BRASIL LESTE LTDA -ME;1,46602E+13;GLP;25/11/2019;68;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;AMADO DE OLIVEIRA PINTO;7,1621E+12;GLP;26/11/2019;65;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;CLAIR ANTONIO RODRIGUES ME;2,56294E+13;GLP;26/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;ELIANA LOURENCO DE OLIVEIRA;4,84916E+12;GLP;26/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;GÁS AVENIDA EIRELI ME;1,11228E+13;GLP;26/11/2019;65;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;JULIANA MARIA RODRIGUES ROCHA - ME;1,40519E+13;GLP;26/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;JUSCELINO ROSELINO DE OLIVEIRA- ME;4,9587E+12;GLP;26/11/2019;68;57;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;MONTE GAS LTDA;9,60352E+12;GLP;26/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;MONTE CARMELO;NETO SUPERMERCADO LTDA;7,24697E+11;GLP;26/11/2019;65;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;AMILTON APARECIDO DIAS;8,45097E+12;GLP;06/11/2019;74;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;DAUDETE SANTANA COSTA 05841774611;1,78036E+13;GLP;06/11/2019;72;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;DERNEGAS LTDA. - ME;3,70543E+12;GLP;06/11/2019;75;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;DISK GAS PRIMEIRA OPÇÃO LTDA - ME;1,38367E+13;GLP;06/11/2019;78;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;DOMICILIANO GONÇALVES DE SOUZA NETO 04439176631;2,41526E+13;GLP;06/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;EDSON SOARES ROCHA;5,40549E+12;GLP;06/11/2019;67;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;ENEAS RODRIGUES DA SILVA 58747370653;1,77268E+13;GLP;06/11/2019;69;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;GEORGE PEREIRA ANDRADE NETO;2,30332E+13;GLP;06/11/2019;72;61;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;JENI DE OLIVEIRA SILVA;1,03533E+13;GLP;06/11/2019;68;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;LAFETA TEIXEIRA COMERCIO DE ALIMENTOS LTDA.;6,96319E+12;GLP;06/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;LUIZ GUSTAVO RODRIGUES SOUZA;1,87155E+13;GLP;06/11/2019;75;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;MARIA ELZA PEREIRA SILVA - ME;8,22401E+12;GLP;06/11/2019;75;57;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;NOEL GAS EIRELI;1,73637E+13;GLP;06/11/2019;67;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;PAIVA GAS LTDA;3,91703E+12;GLP;06/11/2019;78;51.68;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;RODRIGUES E RUAS COMERCIO DE GAS LTDA - ME;7,82044E+12;GLP;06/11/2019;73;49.02;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;ROSA MARIA SOARES DA SILVA;6,64545E+13;GLP;06/11/2019;75;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;RS REVENDEDORA DE GAS LTDA - ME;2,14501E+13;GLP;06/11/2019;75;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;SOARES DE OLIVEIRA COMERCIO DE GAS EIRELI - ME;2,73083E+13;GLP;06/11/2019;77;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;SONIA REGINA DE OLIVEIRA MAIA 93121261649;1,33334E+13;GLP;06/11/2019;77;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;VALDEIR APARECIDO MARQUES NASCIMENTO;1,36292E+12;GLP;06/11/2019;73;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;VALDEMAR BARBOSA CORDEIRO;7,86352E+12;GLP;06/11/2019;75;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;AMILTON APARECIDO DIAS;8,45097E+12;GLP;13/11/2019;74;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;DAUDETE SANTANA COSTA 05841774611;1,78036E+13;GLP;13/11/2019;72;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;DERNEGAS LTDA. - ME;3,70543E+12;GLP;13/11/2019;75;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;DISK GAS PRIMEIRA OPÇÃO LTDA - ME;1,38367E+13;GLP;13/11/2019;78;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;DOMICILIANO GONÇALVES DE SOUZA NETO 04439176631;2,41526E+13;GLP;13/11/2019;70;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;EDSON SOARES ROCHA;5,40549E+12;GLP;13/11/2019;67;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;ENEAS RODRIGUES DA SILVA 58747370653;1,77268E+13;GLP;13/11/2019;69;;R$ / 13 kg;BRANCA
