Região - Sigla;Estado - Sigla;Município;Revenda;CNPJ da Revenda;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
CO;DF;BRASILIA;A E M COMÉRCIO DE GÁS LTDA - ME;1,09518E+13;GLP;07/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;AF COMERCIO DE GAS LTDA;2,76346E+12;GLP;07/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;ALVES E BEZERRA COMÉRCIO DE GÁS E ÁGUA MINERAL LTDA - ME;1,08918E+13;GLP;07/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;ARLENE DE OLIVEIRA SILVA E SILVA;8,25802E+12;GLP;07/11/2019;80;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;AUTO SHOPPING DERIVADOS DE PETROLEO LTDA;3,70633E+13;GLP;07/11/2019;70;;R$ / 13 kg;IPIRANGA
CO;DF;BRASILIA;AUTO SHOPPING DERIVADOS DE PETROLEO LTDA;3,70633E+13;GLP;07/11/2019;75;;R$ / 13 kg;IPIRANGA
CO;DF;BRASILIA;AUTO SHOPPING DERIVADOS DE PETROLEO LTDA;3,70633E+13;GLP;07/11/2019;75;;R$ / 13 kg;IPIRANGA
CO;DF;BRASILIA;AUTO SHOPPING DERIVADOS DE PETROLEO LTDA;3,70633E+13;GLP;07/11/2019;75;;R$ / 13 kg;IPIRANGA
CO;DF;BRASILIA;AUTO SHOPPING QL 06 COMERCIO DE DERIV DE PETROLEO LTDA;6,4744E+11;GLP;07/11/2019;95;65.16;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;BELO GAS COMERCIAL LTDA;4,00028E+12;GLP;07/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;3,06597E+11;GLP;07/11/2019;70;;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;3,06597E+11;GLP;07/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;3,06597E+11;GLP;07/11/2019;70;;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;3,06597E+11;GLP;07/11/2019;70;;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;3,06597E+11;GLP;07/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;3,06597E+11;GLP;07/11/2019;70;;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CC DOS SANTOS RODRIGUESGAS ME;5,9023E+12;GLP;07/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;CLAUDIA MARQUES CARNEIRO FRAGA;2,10699E+12;GLP;07/11/2019;75;44.84;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;COMERCIAL ESTRELA DO GAS LTDA;1,27607E+13;GLP;07/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;DAMIÃO JOSÉ ALECRIM - ME;1,05172E+13;GLP;07/11/2019;80;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;DISTRIBUIDORA DE GÁS OLIVEIRA LTDA. ME;7,80944E+12;GLP;07/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;FP DE PAULO COMÉRCIO DE GÁS - ME;7,18315E+12;GLP;07/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;G S GAS LTDA;8,90748E+12;GLP;07/11/2019;80;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;H J S COMÉRCIO DE GÁS LTDA ME.;7,16302E+12;GLP;07/11/2019;80;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;IF PALMA REVENDEDORA DE GAS ME;5,41562E+12;GLP;07/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;JMM COMERCIO DE GAS LTDA.;1,29072E+13;GLP;07/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;JOSE CARLOS DE MEDEIROS E CIA LTDA;4,58579E+12;GLP;07/11/2019;60;50;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;JOSÉ ALFREDO DOS SANTOS ME;6,78809E+12;GLP;07/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;JR DINIZ DISTRIBUIDORA LTDA.;5,84948E+12;GLP;07/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;LILIAN CRISTINA BARBOSA DE FARIA;3,025E+12;GLP;07/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;LILIAN CRISTINA BARBOSA DE FARIA;3,025E+12;GLP;07/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;LUCIENE LELIS GUEDES- EPP;3,71411E+13;GLP;07/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;MACIEL JERONIMO DA SILVA 00134057139;1,53902E+13;GLP;07/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;MANNO¿S COMERCIO DE GLP EIRELI - ME;2,3584E+13;GLP;07/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;MARIA DE FATIMA REZENDE DO PRADO;2,54423E+12;GLP;07/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;MASTER COMÉRCIO DE GÁS LTDA. - ME;4,77362E+12;GLP;07/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;MELLO REVENDEDORA DE GÁSEIRELI ME;2,23215E+12;GLP;07/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;NR DISTRIBUIDORA DE GÁS LTDA. - ME.;7,61943E+12;GLP;07/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;PRIMOS COMERCIO DE GAS LTDA ME;1,29784E+13;GLP;07/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;ROGACY JOSÉ DA SILVA FILHO;1,06466E+13;GLP;07/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;V F GAS LTDA;3,49562E+12;GLP;07/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;W L COMERCIO VAREJISTA DE GAS LTDA ME;1,64989E+13;GLP;07/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;A E M COMÉRCIO DE GÁS LTDA - ME;1,09518E+13;GLP;13/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;AF COMERCIO DE GAS LTDA;2,76346E+12;GLP;13/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;ALVES E BEZERRA COMÉRCIO DE GÁS E ÁGUA MINERAL LTDA - ME;1,08918E+13;GLP;13/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;ARLENE DE OLIVEIRA SILVA E SILVA;8,25802E+12;GLP;13/11/2019;80;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;AUTO SHOPPING DERIVADOS DE PETROLEO LTDA;3,70633E+13;GLP;13/11/2019;70;;R$ / 13 kg;IPIRANGA
CO;DF;BRASILIA;AUTO SHOPPING DERIVADOS DE PETROLEO LTDA;3,70633E+13;GLP;13/11/2019;75;;R$ / 13 kg;IPIRANGA
CO;DF;BRASILIA;AUTO SHOPPING DERIVADOS DE PETROLEO LTDA;3,70633E+13;GLP;13/11/2019;75;;R$ / 13 kg;IPIRANGA
CO;DF;BRASILIA;AUTO SHOPPING DERIVADOS DE PETROLEO LTDA;3,70633E+13;GLP;13/11/2019;75;;R$ / 13 kg;IPIRANGA
CO;DF;BRASILIA;AUTO SHOPPING QL 06 COMERCIO DE DERIV DE PETROLEO LTDA;6,4744E+11;GLP;13/11/2019;95;65.16;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;3,06597E+11;GLP;13/11/2019;70;;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;3,06597E+11;GLP;13/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;3,06597E+11;GLP;13/11/2019;70;;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;3,06597E+11;GLP;13/11/2019;70;;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;3,06597E+11;GLP;13/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;3,06597E+11;GLP;13/11/2019;70;;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CC DOS SANTOS RODRIGUESGAS ME;5,9023E+12;GLP;13/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;CLAUDIA MARQUES CARNEIRO FRAGA;2,10699E+12;GLP;13/11/2019;75;44.84;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;COMERCIAL ESTRELA DO GAS LTDA;1,27607E+13;GLP;13/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;DAMIÃO JOSÉ ALECRIM - ME;1,05172E+13;GLP;13/11/2019;80;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;DEPÓSITO DE GÁS ÁGUAS CLARAS LTDA ME;3,2768E+12;GLP;13/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;DISTRIBUIDORA DE GÁS OLIVEIRA LTDA. ME;7,80944E+12;GLP;13/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;FP DE PAULO COMÉRCIO DE GÁS - ME;7,18315E+12;GLP;13/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;G S GAS LTDA;8,90748E+12;GLP;13/11/2019;80;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;H J S COMÉRCIO DE GÁS LTDA ME.;7,16302E+12;GLP;13/11/2019;80;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;IF PALMA REVENDEDORA DE GAS ME;5,41562E+12;GLP;13/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;JMM COMERCIO DE GAS LTDA.;1,29072E+13;GLP;13/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;JOSE CARLOS DE MEDEIROS E CIA LTDA;4,58579E+12;GLP;13/11/2019;60;50;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;JOSÉ ALFREDO DOS SANTOS ME;6,78809E+12;GLP;13/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;JR DINIZ DISTRIBUIDORA LTDA.;5,84948E+12;GLP;13/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;LILIAN CRISTINA BARBOSA DE FARIA;3,025E+12;GLP;13/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;LILIAN CRISTINA BARBOSA DE FARIA;3,025E+12;GLP;13/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;LUCIENE LELIS GUEDES- EPP;3,71411E+13;GLP;13/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;MACIEL JERONIMO DA SILVA 00134057139;1,53902E+13;GLP;13/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;MANNO¿S COMERCIO DE GLP EIRELI - ME;2,3584E+13;GLP;13/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;MARIA DE FATIMA REZENDE DO PRADO;2,54423E+12;GLP;13/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;MASTER COMÉRCIO DE GÁS LTDA. - ME;4,77362E+12;GLP;13/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;MELLO REVENDEDORA DE GÁSEIRELI ME;2,23215E+12;GLP;13/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;NR DISTRIBUIDORA DE GÁS LTDA. - ME.;7,61943E+12;GLP;13/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;PRIMOS COMERCIO DE GAS LTDA ME;1,29784E+13;GLP;13/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;ROGACY JOSÉ DA SILVA FILHO;1,06466E+13;GLP;13/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;V F GAS LTDA;3,49562E+12;GLP;13/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;W L COMERCIO VAREJISTA DE GAS LTDA ME;1,64989E+13;GLP;13/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;A E M COMÉRCIO DE GÁS LTDA - ME;1,09518E+13;GLP;21/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;AF COMERCIO DE GAS LTDA;2,76346E+12;GLP;21/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;ALVES E BEZERRA COMÉRCIO DE GÁS E ÁGUA MINERAL LTDA - ME;1,08918E+13;GLP;21/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;ARLENE DE OLIVEIRA SILVA E SILVA;8,25802E+12;GLP;21/11/2019;80;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;AUTO SHOPPING DERIVADOS DE PETROLEO LTDA;3,70633E+13;GLP;21/11/2019;70;;R$ / 13 kg;IPIRANGA
CO;DF;BRASILIA;AUTO SHOPPING DERIVADOS DE PETROLEO LTDA;3,70633E+13;GLP;21/11/2019;75;;R$ / 13 kg;IPIRANGA
CO;DF;BRASILIA;AUTO SHOPPING DERIVADOS DE PETROLEO LTDA;3,70633E+13;GLP;21/11/2019;75;;R$ / 13 kg;IPIRANGA
CO;DF;BRASILIA;AUTO SHOPPING DERIVADOS DE PETROLEO LTDA;3,70633E+13;GLP;21/11/2019;75;;R$ / 13 kg;IPIRANGA
CO;DF;BRASILIA;AUTO SHOPPING QL 06 COMERCIO DE DERIV DE PETROLEO LTDA;6,4744E+11;GLP;21/11/2019;95;65.16;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;BELO GAS COMERCIAL LTDA;4,00028E+12;GLP;21/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;3,06597E+11;GLP;21/11/2019;70;;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;3,06597E+11;GLP;21/11/2019;79;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;3,06597E+11;GLP;21/11/2019;70;;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;3,06597E+11;GLP;21/11/2019;70;;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;3,06597E+11;GLP;21/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;3,06597E+11;GLP;21/11/2019;70;;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CC DOS SANTOS RODRIGUESGAS ME;5,9023E+12;GLP;21/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;CLAUDIA MARQUES CARNEIRO FRAGA;2,10699E+12;GLP;21/11/2019;75;44.84;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;COMERCIAL ESTRELA DO GAS LTDA;1,27607E+13;GLP;21/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;DAMIÃO JOSÉ ALECRIM - ME;1,05172E+13;GLP;21/11/2019;80;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;DEPÓSITO DE GÁS ÁGUAS CLARAS LTDA ME;3,2768E+12;GLP;21/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;DISTRIBUIDORA DE GÁS OLIVEIRA LTDA. ME;7,80944E+12;GLP;21/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;FP DE PAULO COMÉRCIO DE GÁS - ME;7,18315E+12;GLP;21/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;G S GAS LTDA;8,90748E+12;GLP;21/11/2019;80;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;H J S COMÉRCIO DE GÁS LTDA ME.;7,16302E+12;GLP;21/11/2019;80;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;IF PALMA REVENDEDORA DE GAS ME;5,41562E+12;GLP;21/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;JMM COMERCIO DE GAS LTDA.;1,29072E+13;GLP;21/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;JOSE CARLOS DE MEDEIROS E CIA LTDA;4,58579E+12;GLP;21/11/2019;60;50;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;JOSÉ ALFREDO DOS SANTOS ME;6,78809E+12;GLP;21/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;JR DINIZ DISTRIBUIDORA LTDA.;5,84948E+12;GLP;21/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;LILIAN CRISTINA BARBOSA DE FARIA;3,025E+12;GLP;21/11/2019;79;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;LILIAN CRISTINA BARBOSA DE FARIA;3,025E+12;GLP;21/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;LUCIENE LELIS GUEDES- EPP;3,71411E+13;GLP;21/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;MACIEL JERONIMO DA SILVA 00134057139;1,53902E+13;GLP;21/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;MARIA DE FATIMA REZENDE DO PRADO;2,54423E+12;GLP;21/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;MASTER COMÉRCIO DE GÁS LTDA. - ME;4,77362E+12;GLP;21/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;MELLO REVENDEDORA DE GÁSEIRELI ME;2,23215E+12;GLP;21/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;NR DISTRIBUIDORA DE GÁS LTDA. - ME.;7,61943E+12;GLP;21/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;PRIMOS COMERCIO DE GAS LTDA ME;1,29784E+13;GLP;21/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;ROGACY JOSÉ DA SILVA FILHO;1,06466E+13;GLP;21/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;V F GAS LTDA;3,49562E+12;GLP;21/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;W L COMERCIO VAREJISTA DE GAS LTDA ME;1,64989E+13;GLP;21/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;A E M COMÉRCIO DE GÁS LTDA - ME;1,09518E+13;GLP;25/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;AF COMERCIO DE GAS LTDA;2,76346E+12;GLP;25/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;ALVES E BEZERRA COMÉRCIO DE GÁS E ÁGUA MINERAL LTDA - ME;1,08918E+13;GLP;25/11/2019;79;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;ARLENE DE OLIVEIRA SILVA E SILVA;8,25802E+12;GLP;25/11/2019;80;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;AUTO SHOPPING DERIVADOS DE PETROLEO LTDA;3,70633E+13;GLP;25/11/2019;70;;R$ / 13 kg;IPIRANGA
CO;DF;BRASILIA;AUTO SHOPPING DERIVADOS DE PETROLEO LTDA;3,70633E+13;GLP;25/11/2019;75;;R$ / 13 kg;IPIRANGA
CO;DF;BRASILIA;AUTO SHOPPING DERIVADOS DE PETROLEO LTDA;3,70633E+13;GLP;25/11/2019;75;;R$ / 13 kg;IPIRANGA
CO;DF;BRASILIA;AUTO SHOPPING QL 06 COMERCIO DE DERIV DE PETROLEO LTDA;6,4744E+11;GLP;25/11/2019;95;65.16;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;BELO GAS COMERCIAL LTDA;4,00028E+12;GLP;25/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;3,06597E+11;GLP;25/11/2019;70;;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;3,06597E+11;GLP;25/11/2019;79;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;3,06597E+11;GLP;25/11/2019;70;;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;3,06597E+11;GLP;25/11/2019;70;;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;3,06597E+11;GLP;25/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;3,06597E+11;GLP;25/11/2019;70;;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CC DOS SANTOS RODRIGUESGAS ME;5,9023E+12;GLP;25/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;COMERCIAL ESTRELA DO GAS LTDA;1,27607E+13;GLP;25/11/2019;79;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;DAMIÃO JOSÉ ALECRIM - ME;1,05172E+13;GLP;25/11/2019;80;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;DEPÓSITO DE GÁS ÁGUAS CLARAS LTDA ME;3,2768E+12;GLP;25/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;DISTRIBUIDORA DE GÁS OLIVEIRA LTDA. ME;7,80944E+12;GLP;25/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;FP DE PAULO COMÉRCIO DE GÁS - ME;7,18315E+12;GLP;25/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;G S GAS LTDA;8,90748E+12;GLP;25/11/2019;80;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;H J S COMÉRCIO DE GÁS LTDA ME.;7,16302E+12;GLP;25/11/2019;80;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;IF PALMA REVENDEDORA DE GAS ME;5,41562E+12;GLP;25/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;JMM COMERCIO DE GAS LTDA.;1,29072E+13;GLP;25/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;JOSE CARLOS DE MEDEIROS E CIA LTDA;4,58579E+12;GLP;25/11/2019;60;50;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;JOSÉ ALFREDO DOS SANTOS ME;6,78809E+12;GLP;25/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;JR DINIZ DISTRIBUIDORA LTDA.;5,84948E+12;GLP;25/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;LILIAN CRISTINA BARBOSA DE FARIA;3,025E+12;GLP;25/11/2019;79;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;LILIAN CRISTINA BARBOSA DE FARIA;3,025E+12;GLP;25/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;LUCIENE LELIS GUEDES- EPP;3,71411E+13;GLP;25/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;MACIEL JERONIMO DA SILVA 00134057139;1,53902E+13;GLP;25/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;MANNO¿S COMERCIO DE GLP EIRELI - ME;2,3584E+13;GLP;25/11/2019;79;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;MARIA DE FATIMA REZENDE DO PRADO;2,54423E+12;GLP;25/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;MASTER COMÉRCIO DE GÁS LTDA. - ME;4,77362E+12;GLP;25/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;MELLO REVENDEDORA DE GÁSEIRELI ME;2,23215E+12;GLP;25/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;NR DISTRIBUIDORA DE GÁS LTDA. - ME.;7,61943E+12;GLP;25/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;PRIMOS COMERCIO DE GAS LTDA ME;1,29784E+13;GLP;25/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;ROGACY JOSÉ DA SILVA FILHO;1,06466E+13;GLP;25/11/2019;79;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;V F GAS LTDA;3,49562E+12;GLP;25/11/2019;70;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;W L COMERCIO VAREJISTA DE GAS LTDA ME;1,64989E+13;GLP;25/11/2019;75;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;CLAUDIA MARQUES CARNEIRO FRAGA;2,10699E+12;GLP;28/11/2019;75;44.84;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;ADALSINO MENDONÇA DUARTE;4,53208E+12;GLP;05/11/2019;65;;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;COMERCIAL DE ALIMENTOS MAX - WS LTDA;7,16015E+12;GLP;05/11/2019;65;53.61;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;CR & ES COMÉRCIO DE GÁS LTDA. - ME;1,12933E+13;GLP;05/11/2019;60;;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;NOVO GÁS COMÉRCIO E DISTRIBUIÇÃO DE GAS LTDA.;1,14681E+13;GLP;05/11/2019;63;52.57;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;ORLANDO DA SILVA DANTAS ODALIO GÁS ME;1,49618E+13;GLP;05/11/2019;63;;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;ROMILDO DE ARAUJO MEDEIROS - ME;1,03664E+13;GLP;05/11/2019;65;;R$ / 13 kg;BRANCA
